text_left,corpus,collection,hit_text,last_index,text_right,docpid,end_time,begin_time,hit_pos,hit_phonetic,first_index,hit_lemma
mevrouw de voorzitter . voorzitter,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,14,gebeurt niet alle dagen hier,fn000178,00:00:21.833,00:00:21.762,"VNW(pers,pron,stan,red,3,ev,onz)",@t,14,het
voor de burger . in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,61,debat wat we eerder vandaag,fn000178,00:00:36.085,00:00:36.014,"LID(bep,stan,evon)",@d,61,het
juist in zo'n geval daartoe,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,201,recht van initiatief en ik,fn000178,00:01:17.302,00:01:17.147,"LID(bep,stan,evon)",@t,201,het
van initiatief en ik waardeer,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,208,dat uhm de geachte uh,fn000178,00:01:18.889,00:01:18.687,"VNW(pers,pron,stan,red,3,ev,onz)",@t,208,het
regeringsbanken hebben plaatsgenomen daar ook,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,228,initiatief toe hebben genomen .,fn000178,00:01:26.304,00:01:26.213,"LID(bep,stan,evon)",@t,228,het
hebben genomen . wij zijn,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,236,geheel met hen eens dat,fn000178,00:01:28.274,00:01:28.182,"LID(bep,stan,evon)",@t,236,het
voor ons de kern waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,270,hier om gaat . en,fn000178,00:01:38.010,00:01:37.843,"VNW(pers,pron,stan,red,3,ev,onz)",@t,270,het
al even aangehaald . uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,364,moet mij wel van 't,fn000178,00:02:06.128,00:02:06.007,"VNW(pers,pron,stan,red,3,ev,onz)",@t,364,het
in hun argumentatie en ook,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,405,verweer op moeilijke punten .,fn000178,00:02:15.176,00:02:15.075,"LID(bep,stan,evon)",@t,405,het
. uh . daarbij gaat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,526,overigens maar laat ik dat,fn000178,00:02:49.905,00:02:49.763,"VNW(pers,pron,stan,red,3,ev,onz)",@t,526,het
met name de belastingheffing op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,581,ongebouwd onroerend goed uh uhm,fn000178,00:03:06.656,00:03:06.546,"LID(bep,stan,evon)",@t,581,het
omvang nu de discussie maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,665,is wel een re&euml;le achterliggende,fn000178,00:03:31.756,00:03:31.695,"VNW(pers,pron,stan,red,3,ev,onz)",@t,665,het
over opgeworpen . hoe zit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,701,bijvoorbeeld met substraatteelt in hallen,fn000178,00:03:41.179,00:03:41.057,"VNW(pers,pron,stan,red,3,ev,onz)",@d,701,het
jurisprudentie zich op grond van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,734,gelijkbeheidbegin ontwikkelen op dit punt,fn000178,00:03:49.918,00:03:49.838,"LID(bep,stan,evon)",@t,734,het
inzetten dan denk ik dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,872,z'n waarde ook weer gauw,fn000178,00:04:28.220,00:04:28.139,"VNW(pers,pron,stan,red,3,ev,onz)",@t,872,het
qua beheersbaarheid al gauw boven,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,890,hoofd gaat groeien . een,fn000178,00:04:32.425,00:04:32.339,"LID(bep,stan,evon)",=@t,890,het
nog een Europees addertje onder,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,975,gras kunnen zitten . bleep,fn000178,00:04:57.152,00:04:57.102,"LID(bep,stan,evon)",t,975,het
de vrije mededeling van belang,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1003,fiscaal discriminatieverbod en het staatssteunverbod,fn000178,00:05:04.959,00:05:04.834,"LID(bep,stan,evon)",@t,1003,het
belang het fiscaal discriminatieverbod en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1007,staatssteunverbod . bleep 't fiscaal,fn000178,00:05:06.723,00:05:06.570,"LID(bep,stan,evon)",@t,1007,het
aan de orde . maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1022,is niet uit te sluiten,fn000178,00:05:11.088,00:05:10.986,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1022,het
ervan uit te gaan dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1047,hier niet aan de orde,fn000178,00:05:16.369,00:05:16.247,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1047,het
over de noodzaak daarvan eerst,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1178,oordeel van de initiatiefnemers en,fn000178,00:05:55.057,00:05:54.946,"LID(bep,stan,evon)",@t,1178,het
. dat zou als ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1197,goed zie een tijdsverlies tussen,fn000178,00:06:00.603,00:06:00.512,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1197,het
staan . een beroep op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1234,feit dat indien nog sprake,fn000178,00:06:09.135,00:06:09.024,"LID(bep,stan,evon)",@t,1234,het
materie door te spreken over,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1537,verschil tussen lof trekken en,fn000178,00:07:48.723,00:07:48.662,"LID(bep,stan,evon)",=@t,1537,het
uh of morgen misschien bij,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1558,antwoord daar nog 'ns even,fn000178,00:07:54.480,00:07:54.409,"LID(bep,stan,evon)",@d,1558,het
uh de beide initiatiefnemers van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1580,uh van het voorstel uh,fn000178,00:07:59.929,00:07:59.712,"LID(bep,stan,evon)",@t,1580,het
initiatiefnemers van het uh van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1583,voorstel uh collega's van uh,fn000178,00:08:00.402,00:08:00.322,"LID(bep,stan,evon)",@t,1583,het
anders dan hun gewoonte in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1613,vak K hebben uh plaats,fn000178,00:08:07.925,00:08:07.835,"LID(bep,stan,evon)",@t,1613,het
. uiteraard geldt waardering voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1625,uh 't initiatiefwetsvoorstel . ik,fn000178,00:08:11.369,00:08:11.168,"LID(bep,stan,evon)",@t,1625,het
de OZB . en die,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1720,bezwaar toen uh behandeld zag,fn000178,00:08:41.689,00:08:41.546,"LID(bep,stan,evon)",hEd,1720,het
uh in beginsel sympathiek tegenover,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1793,uh voorliggende initiatiefwetsvoorstel . 't,fn000178,00:09:01.362,00:09:01.105,"LID(bep,stan,evon)",hEt,1793,het
uit uh de handtekening nee,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1808,stemmen moet 't uh juist,fn000178,00:09:06.552,00:09:06.439,"LID(bep,stan,evon)",@t,1808,het
moet 't uh juist zeggen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1815,stemmen van mijn fractie niet,fn000178,00:09:08.385,00:09:08.225,"LID(bep,stan,evon)",@t,1815,het
fractie niet de handtekening maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1824,stemmen van mijn fractie voor,fn000178,00:09:09.988,00:09:09.824,"LID(bep,stan,evon)",@t,1824,het
fractie nog wel heeft .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1941,belangrijkste argument voor mijn fractie,fn000178,00:09:48.077,00:09:47.955,"LID(bep,stan,evon)",@t,1941,het
beginsel sympathiek te staan tegenover,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1966,wetsvoorstel is uh de rechts-uh-ongelijkheid,fn000178,00:09:55.656,00:09:55.585,"LID(bep,stan,evon)",=@t,1966,het
zou willen ingaan . want,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2002,is wel duidelijk dat voor,fn000178,00:10:06.533,00:10:06.472,"VNW(pers,pron,stan,red,3,ev,onz)",@d,2002,het
geweest voor 't indienen van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2023,uh voorstel naast uiteraard de,fn000178,00:10:12.159,00:10:11.926,"LID(bep,stan,evon)",@t,2023,het
in de eerste plaats is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2088,uh de vraag uh hoe,fn000178,00:10:30.894,00:10:30.711,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2088,het
staat . je kunt zeggen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2104,gerechtshof uh bepaalde op een,fn000178,00:10:34.861,00:10:34.659,"LID(bep,stan,evon)",=@t,2104,het
en er zijn ook in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2170,verleden wel uh andere die,fn000178,00:10:53.635,00:10:53.544,"LID(bep,stan,evon)",@t,2170,het
initiatiefvoornemers zou willen voorhouden .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2192,Hof uh in Den Haag,fn000178,00:11:00.273,00:11:00.096,"LID(bep,stan,evon)",hEt,2192,het
Haag negen september negentien tachtig,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2202,Hof in Den Haag zesentwintig,fn000178,00:11:03.520,00:11:03.358,"LID(bep,stan,evon)",@t,2202,het
Haag zesentwintig oktober negentien drie&euml;ntachtig,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2211,Hof in Den Haag acht,fn000178,00:11:06.747,00:11:06.569,"LID(bep,stan,evon)",t,2211,het
hier wel over substraatteelt .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2324,gevolg van deze differentiatie in,fn000178,00:11:50.628,00:11:50.476,"LID(bep,stan,evon)",hEt,2324,het
uitspraken waar 't gaat om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2396,uh verschil in behandeling dan,fn000178,00:12:12.498,00:12:12.287,"LID(bep,stan,evon)",@t,2396,het
dat is dat uh als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2437,uh onderhavige voorstel wordt gevolgd,fn000178,00:12:27.129,00:12:26.936,"LID(bep,stan,evon)",@t,2437,het
toch een inperking ontstaat voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2449,gemeentelijk uh belastinggebied van uh,fn000178,00:12:30.505,00:12:30.394,"LID(bep,stan,evon)",d@t,2449,het
uh vraag is uh of,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2542,uh niet zo is dat,fn000178,00:12:57.181,00:12:56.866,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2542,het
en klaar ja vanavond als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2716,kan morgen als het kan,fn000178,00:13:52.315,00:13:52.214,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2716,het
als het kan morgen als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2720,kan . later als het,fn000178,00:13:53.296,00:13:53.184,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2720,het
het kan . later als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2725,moet zeg ik erbij .,fn000178,00:13:54.800,00:13:54.688,"VNW(pers,pron,stan,red,3,ev,onz)",@d,2725,het
uh level playing field om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2772,in goed Nederlands te zeggen,fn000178,00:14:07.967,00:14:07.906,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2772,het
steun aan bepaalde ondernemingen is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2785,van belang om daar maximale,fn000178,00:14:11.028,00:14:10.937,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2785,het
van initiatiefnemers morgen zal luiden,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2952,is al aangekondigd in de,fn000178,00:15:04.183,00:15:04.072,"VNW(pers,pron,stan,red,3,ev,onz)",hEt,2952,het
even op tafel leggen omdat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2971,ook toch ook gevolgen heeft,fn000178,00:15:08.481,00:15:08.360,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2971,het
aan de orde is binnen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2995,gemeentefonds . en uh voor,fn000178,00:15:14.430,00:15:14.364,"LID(bep,stan,evon)",=@t,2995,het
in beginsel hebben uitgesproken aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,3106,initiatiefvoortstel zoals ook mijn fractie,fn000178,00:15:49.911,00:15:49.860,"LID(bep,stan,evon)",d,3106,het
voorbereid v financi&euml;le aspecten maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,3354,laatste punt dat hij noemt,fn000178,00:17:04.607,00:17:04.391,"LID(bep,stan,evon)",@t,3354,het
is geen directe uh relatie,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,3436,wetsvoorstel wat we nu behandelen,fn000178,00:17:27.234,00:17:27.076,"LID(bep,stan,evon)",d@t,3436,het
overnemen . uh ondertussen is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,22,uh misschien goed dat we,fn000191,00:00:09.075,00:00:08.902,"VNW(pers,pron,stan,red,3,ev,onz)",@t,22,het
dat we even kijken naar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,31,lijstje we hebben een groentje,fn000191,00:00:12.002,00:00:11.891,"LID(bep,stan,evon)",@t,31,het
almaal aanwezig zouden zijn in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,44,eerste onderdeel . van half,fn000191,00:00:15.864,00:00:15.763,"LID(bep,stan,evon)",@t,44,het
u . u moet op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,156,knoo groene knopje drukken .,fn000191,00:00:56.487,00:00:56.315,"LID(bep,stan,evon)",@t,156,het
lid van de staatscommissie voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,286,internationaal privaatrecht . en waarschijnlijk,fn000191,00:01:43.665,00:01:43.573,"LID(bep,stan,evon)",@t,286,het
doen als uh we eerst,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,562,rondje afgemaakt hebben . Andr&eacute;,fn000191,00:03:11.983,00:03:11.902,"LID(bep,stan,evon)",@t,562,het
uhm bij een rondetafelgesprek is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,600,niet zo dat uh de,fn000191,00:03:31.643,00:03:31.501,"VNW(pers,pron,stan,red,3,ev,onz)",@t,600,het
mag antwoorden . uhm wat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,624,karakter van een rondetafel-uh-bespreking is,fn000191,00:03:39.688,00:03:39.556,"LID(bep,stan,evon)",@t,624,het
twee wetsvoorstellen die uh waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1103,over gaat . behandelen we,fn000191,00:06:17.650,00:06:17.589,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1103,het
twee wetsvoorstellen uh bekroop mij,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1178,gevoel van een soort trots,fn000191,00:06:48.665,00:06:48.595,"LID(bep,stan,evon)",@t,1178,het
zo tolerant uh omspringt met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1214,uh gelijkheidsbeginsel en met het,fn000191,00:06:59.167,00:06:58.965,"LID(bep,stan,evon)",@t,1214,het
het uh gelijkheidsbeginsel en met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1219,discriminatieverbod en dat dit land,fn000191,00:07:01.123,00:07:00.779,"LID(bep,stan,evon)",@%d,1219,het
wil geven . ik heb,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1236,idee dat uh i in,fn000191,00:07:09.362,00:07:09.241,"LID(bep,stan,evon)",@t,1236,het
Raad Van State dat uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1314,buitenland zeg maar dat 't,fn000191,00:07:39.499,00:07:39.255,"LID(bep,stan,evon)",@t,1314,het
vier veertien en acht van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1497,Europees Verdrag Van De Rechten,fn000191,00:08:57.379,00:08:57.268,"LID(bep,stan,evon)",@t,1497,het
De Mens en ook uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1546,Europese Hof uh die garanderen,fn000191,00:09:12.069,00:09:11.948,"LID(bep,stan,evon)",@t,1546,het
. dat hebben we in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1575,verleden ook gezien Nederland heeft,fn000191,00:09:23.980,00:09:23.898,"LID(bep,stan,evon)",@t,1575,het
dat meer bieden ook op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1591,terrein van het familierecht .,fn000191,00:09:28.368,00:09:28.226,"LID(bep,stan,evon)",@t,1591,het
ook op het terrein van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1594,familierecht . want op het,fn000191,00:09:28.913,00:09:28.802,"LID(bep,stan,evon)",@t,1594,het
het familierecht . want op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1599,niveau van Straatsburg om een,fn000191,00:09:30.947,00:09:30.826,"LID(bep,stan,evon)",@t,1599,het
als in strijd uh met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1632,Europees Verdrag gezien . d'r,fn000191,00:09:44.308,00:09:44.186,"LID(bep,stan,evon)",@t,1632,het
strijd met artikel acht van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1649,Europees Verdag en dat wier,fn000191,00:09:48.188,00:09:48.067,"LID(bep,stan,evon)",@t,1649,het
beroep op artikel acht van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1677,Europees Verdrag uh in te,fn000191,00:09:57.751,00:09:57.630,"LID(bep,stan,evon)",@t,1677,het
dat wordt nu uitgebreid met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1784,geregistreerd partnerschap . ik heb,fn000191,00:10:35.154,00:10:35.033,"LID(bep,stan,evon)",@t,1784,het
dat je de invulling van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1875,stiefouderschap uh moet overlaten aan,fn000191,00:11:06.437,00:11:06.295,"LID(bep,stan,evon)",@t,1875,het
dat h&egrave; w a als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1903,mogelijk is uh ten opzichte,fn000191,00:11:14.925,00:11:14.813,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1903,het
niet nodig . ik kan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1943,hierbij laten en uh h&egrave;,fn000191,00:11:25.411,00:11:25.330,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1943,het
want dit gaat dan over,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1954,wetsontwerp homohuwelijk anders ben ik,fn000191,00:11:28.478,00:11:28.367,"LID(bep,stan,evon)",@t,1954,het
ik misschien te lang aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1964,woord . dus dit is,fn000191,00:11:31.270,00:11:31.148,"LID(bep,stan,evon)",@t,1964,het
dimensie van de openstelling van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,29,huwelijk en daarom wil ik,fn000192,00:00:12.214,00:00:12.102,"LID(bep,stan,evon)",@t,29,het
uh uh in samenhang met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,51,geregistreerd partnerschap . 't lijkt,fn000192,00:00:19.213,00:00:19.092,"LID(bep,stan,evon)",@t,51,het
beetje kruiselingse instituten worden omdat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,67,geregistreerd partnerschap in Nederland uh,fn000192,00:00:27.013,00:00:26.815,"LID(bep,stan,evon)",@t,67,het
dat ze dan toch liever,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,98,huwelijk uh instappen en niet,fn000192,00:00:38.658,00:00:38.526,"LID(bep,stan,evon)",@t,98,het
uh instappen en niet in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,105,geregistreerd partnerschap . dus uh,fn000192,00:00:41.608,00:00:41.537,"LID(bep,stan,evon)",@t,105,het
uh de de dimensies van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,278,vraagstuk van de publ uh,fn000192,00:01:27.869,00:01:27.769,"LID(bep,stan,evon)",@t,278,het
uh de de internationaliteit van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,288,uh opengestelde huwelijk uh de,fn000192,00:01:31.293,00:01:31.010,"LID(bep,stan,evon)",@t,288,het
. voor een deel zijn,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,328,dezelfde problee soortgelijke problemen die,fn000192,00:01:45.762,00:01:45.650,"VNW(pers,pron,stan,red,3,ev,onz)",@d,328,het
i in sterke mate op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,341,gebied van de erkenning elders,fn000192,00:01:50.123,00:01:50.052,"LID(bep,stan,evon)",@t,341,het
elders van uh de Nee,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,351,Nederlands geregistreerd partnerschap of het,fn000192,00:01:53.491,00:01:53.339,"LID(bep,stan,evon)",@t,351,het
